Catalogue Reference,"29.4919194, -98.4271969"
HL/PO/JO/10/1/92/47,"51.41233, -0.300689"
HL/PO/JO/10/1/92/48,"51.299449, 1.238148"
HL/PO/JO/10/1/92/49,"53.763201, -2.70309"
HL/PO/JO/10/1/92/50,"51.373347, 1.306532"
HL/PO/JO/10/1/92/51,"51.4211991, 0.7976003"
HL/PO/JO/10/1/92/52,"47.5605413, -52.7128315"
HL/PO/JO/10/1/92/53,"44.4473142, -74.930206"
HL/PO/JO/10/1/92/54,"51.353416, 1.254127"
HL/PO/JO/10/1/92/55,"51.36141, 1.4224884"
HL/PO/JO/10/1/92/57,"51.2822607, 1.0554223"
HL/PO/JO/10/1/92/58,"40.6473199, -75.3982365"
HL/PO/JO/10/1/92/59,"52.0230076, -0.7471583"
HL/PO/JO/10/1/92/61,"51.280233, 1.0789089"
HL/PO/JO/10/1/92/62,"51.2798882, 1.0814212"
HL/PO/JO/10/1/92/63,"39.317646, -74.523242"
HL/PO/JO/10/1/92/64,"51.30666, 1.042894"
HL/PO/JO/10/1/92/65,"51.3435459, 1.0007672"
HL/PO/JO/10/1/92/66,"51.361047, 1.024256"
HL/PO/JO/10/1/92/67,"51.24959, -0.71279"
HL/PO/JO/10/1/92/68,"51.245285, 1.229459"
HL/PO/JO/10/1/92/69,"51.225238, 1.225674"
HL/PO/JO/10/1/92/70,"51.27505, 1.21501"
HL/PO/JO/10/1/92/71,"51.211046, 1.188321"
HL/PO/JO/10/1/92/72,"50.985117, 0.939473"
HL/PO/JO/10/1/92/74,"51.413735, 0.232214"
HL/PO/JO/10/1/92/75,"51.274996, 0.107263"
HL/PO/JO/10/1/92/76,"51.2987565, 0.1342343"
HL/PO/JO/10/1/92/77,"51.945073, 0.639032"
HL/PO/JO/10/1/92/79,"51.311376, 0.189816"
HL/PO/JO/10/1/92/80,"51.29718, 0.24746"
HL/PO/JO/10/1/92/81,"51.27241, 0.190898"
HL/PO/JO/10/1/92/82,"50.8342086, -0.2715558"
HL/PO/JO/10/1/92/83,"51.278278, 0.127865"
HL/PO/JO/10/1/92/84,"51.186561, 0.1481243"
HL/PO/JO/10/1/92/85,"51.145962, 0.094969"
HL/PO/JO/10/1/92/86,"51.115309, 0.185302"
HL/PO/JO/10/1/92/87,"42.854295, -76.409555"
HL/PO/JO/10/1/92/88,"51.172064, 0.182016"
HL/PO/JO/10/1/92/89,"51.196259, 0.065451"
HL/PO/JO/10/1/92/90,"51.266969, 0.071827"
HL/PO/JO/10/1/92/35,"51.225672, 1.3109811"
HL/PO/JO/10/1/92/36,"51.238554, 1.248029"
HL/PO/JO/10/1/92/37,"33.2148412, -97.1330683"
HL/PO/JO/10/1/92/38,"51.245154, 1.303401"
HL/PO/JO/10/1/92/39,"51.195782, 1.266747"
HL/PO/JO/10/1/92/40,"51.246198, 1.331201"
HL/PO/JO/10/1/92/41,"51.234906, 1.26401"
HL/PO/JO/10/1/92/42,"51.1864579, 1.2778968"
HL/PO/JO/10/1/92/43,"51.264838, 1.309687"
HL/PO/JO/10/1/92/44,"51.7879241, 11.1406127"
HL/PO/JO/10/1/92/45,"-35.630312, 144.1289856"
HL/PO/JO/10/1/92/46,"51.229995, 1.133665"
HL/PO/JO/10/1/92/47,"51.41233, -0.300689"
HL/PO/JO/10/1/92/48,"51.299449, 1.238148"
HL/PO/JO/10/1/92/49,"53.763201, -2.70309"
HL/PO/JO/10/1/92/50,"51.373347, 1.306532"
HL/PO/JO/10/1/92/51,"51.4211991, 0.7976003"
HL/PO/JO/10/1/92/52,"47.5605413, -52.7128315"
HL/PO/JO/10/1/92/53,"44.4473142, -74.930206"
HL/PO/JO/10/1/92/54,"51.353416, 1.254127"
HL/PO/JO/10/1/92/55,"51.36141, 1.4224884"
HL/PO/JO/10/1/92/57,"51.2822607, 1.0554223"
HL/PO/JO/10/1/92/58,"40.6473199, -75.3982365"
HL/PO/JO/10/1/92/59,"52.0230076, -0.7471583"
HL/PO/JO/10/1/92/61,"51.280233, 1.0789089"
HL/PO/JO/10/1/92/62,"51.2798882, 1.0814212"
HL/PO/JO/10/1/92/63,"39.317646, -74.523242"
HL/PO/JO/10/1/92/64,"51.30666, 1.042894"
HL/PO/JO/10/1/92/65,"51.3435459, 1.0007672"
HL/PO/JO/10/1/92/66,"51.361047, 1.024256"
HL/PO/JO/10/1/92/67,"51.24959, -0.71279"
HL/PO/JO/10/1/92/68,"51.245285, 1.229459"
HL/PO/JO/10/1/92/69,"51.225238, 1.225674"
HL/PO/JO/10/1/92/70,"51.27505, 1.21501"
HL/PO/JO/10/1/92/71,"51.211046, 1.188321"
HL/PO/JO/10/1/92/72,"50.985117, 0.939473"
HL/PO/JO/10/1/92/74,"51.413735, 0.232214"
HL/PO/JO/10/1/92/75,"51.274996, 0.107263"
HL/PO/JO/10/1/92/76,"51.2987565, 0.1342343"
HL/PO/JO/10/1/92/77,"51.945073, 0.639032"
HL/PO/JO/10/1/92/79,"51.311376, 0.189816"
HL/PO/JO/10/1/92/80,"51.29718, 0.24746"
HL/PO/JO/10/1/92/81,"51.27241, 0.190898"
HL/PO/JO/10/1/92/82,"50.8342086, -0.2715558"
HL/PO/JO/10/1/92/83,"51.278278, 0.127865"
HL/PO/JO/10/1/92/84,"51.186561, 0.1481243"
HL/PO/JO/10/1/92/85,"51.145962, 0.094969"
HL/PO/JO/10/1/92/86,"51.115309, 0.185302"
HL/PO/JO/10/1/92/87,"42.854295, -76.409555"
HL/PO/JO/10/1/92/88,"51.172064, 0.182016"
HL/PO/JO/10/1/92/89,"51.196259, 0.065451"
HL/PO/JO/10/1/92/90,"51.266969, 0.071827"
HL/PO/JO/10/1/94/8,"53.8292727, -1.7482855"
HL/PO/JO/10/1/94/9,"53.7892877, -2.2405035"
HL/PO/JO/10/1/94/11,"53.893329, -2.353742"
HL/PO/JO/10/1/94/14,"51.4685081, -0.1251601"
HL/PO/JO/10/1/94/16,"53.85564, -2.176991"
HL/PO/JO/10/1/94/17,"51.636915, 0.495798"
HL/PO/JO/10/1/94/18,"53.7624588, -2.3897473"
HL/PO/JO/10/1/94/19,"53.8004037, -2.1896482"
HL/PO/JO/10/1/94/20,"41.4371698, -72.5246277"
HL/PO/JO/10/1/94/22,"53.79505, -2.29755"
HL/PO/JO/10/1/94/23,"53.7785929, -2.3171867"
HL/PO/JO/10/1/94/24,"53.705, -2.328"
HL/PO/JO/10/1/94/25,"53.7573401, -3.0027779"
HL/PO/JO/10/1/94/26,"53.8012993, -2.2716954"
HL/PO/JO/10/1/94/27,"53.8633124, -2.3466586"
HL/PO/JO/10/1/94/29,"53.696799, -2.254946"
HL/PO/JO/10/1/94/30,"53.8509633, -2.2705567"
HL/PO/JO/10/1/94/31,"53.802132, -2.315723"
HL/PO/JO/10/1/94/32,"53.845, -2.204"
HL/PO/JO/10/1/94/33,"45.672075, -118.7885967"
HL/PO/JO/10/1/94/34,"42.8036359, -83.0236387"
HL/PO/JO/10/1/94/35,"53.8187941, -2.2596384"
HL/PO/JO/10/1/94/36,"53.806657, -2.351814"
HL/PO/JO/10/1/94/37,"53.832219, -2.389819"
HL/PO/JO/10/1/94/39,"53.878642, -2.359879"
HL/PO/JO/10/1/94/41,"53.653511, -2.632596"
HL/PO/JO/10/1/94/42,"53.9054736, -2.7783757"
HL/PO/JO/10/1/94/43,"53.6787909, -2.79752"
HL/PO/JO/10/1/94/44,"53.849448, -3.053217"
HL/PO/JO/10/1/94/46,"53.624967, -2.770601"
HL/PO/JO/10/1/94/47,"53.634841, -2.815405"
HL/PO/JO/10/1/94/48,"53.681461, -2.835089"
HL/PO/JO/10/1/94/49,"51.38847, -0.416969"
HL/PO/JO/10/1/94/50,"53.8004683, -3.0366979"
HL/PO/JO/10/1/94/51,"53.6345389, -2.710246"
HL/PO/JO/10/1/94/52,"53.593769, -2.770559"
HL/PO/JO/10/1/94/53,"53.6082149, -2.7019622"
HL/PO/JO/10/1/94/54,"53.2002449, -2.8649651"
HL/PO/JO/10/1/94/55,"53.7915112, -2.2335964"
HL/PO/JO/10/1/94/56,"-37.926212, 145.119553"
HL/PO/JO/10/1/94/57,"53.7114163, -2.6646974"
HL/PO/JO/10/1/94/58,"53.669783, -2.674662"
HL/PO/JO/10/1/94/59,"53.7271839, -2.5840271"
HL/PO/JO/10/1/94/60,"39.2154345, -81.4718387"
HL/PO/JO/10/1/94/61,"53.7285928, -2.6953299"
HL/PO/JO/10/1/94/62,"50.9368849, -2.2247119"
HL/PO/JO/10/1/94/63,"52.333279, -0.120422"
HL/PO/JO/10/1/94/64,"-36.8929478, 174.9243831"
HL/PO/JO/10/1/94/65,"53.7265356, -2.786067"
HL/PO/JO/10/1/94/66,"52.972217, -0.0158407"
HL/PO/JO/10/1/94/67,"53.611055, -2.606365"
HL/PO/JO/10/1/94/68,"53.274244, -2.532516"
HL/PO/JO/10/1/94/69,"53.621543, -2.662958"
HL/PO/JO/10/1/94/70,"53.6230321, -2.6067301"
HL/PO/JO/10/1/94/71,"53.6318569, -2.670545"
HL/PO/JO/10/1/94/72,"42.0417525, -70.6722767"
HL/PO/JO/10/1/94/73,"50.919377, -4.209594"
HL/PO/JO/10/1/94/74,"53.572623, -2.691946"
HL/PO/JO/10/1/94/75,"53.6807278, -2.6540637"
HL/PO/JO/10/1/94/11,"53.893329, -2.353742"
HL/PO/JO/10/1/94/14,"51.4685081, -0.1251601"
HL/PO/JO/10/1/94/16,"53.85564, -2.176991"
HL/PO/JO/10/1/94/17,"51.636915, 0.495798"
HL/PO/JO/10/1/94/18,"53.7624588, -2.3897473"
HL/PO/JO/10/1/94/19,"53.8004037, -2.1896482"
HL/PO/JO/10/1/94/20,"41.4371698, -72.5246277"
HL/PO/JO/10/1/94/22,"53.79505, -2.29755"
HL/PO/JO/10/1/94/23,"53.7785929, -2.3171867"
HL/PO/JO/10/1/94/24,"53.705, -2.328"
HL/PO/JO/10/1/94/25,"53.7573401, -3.0027779"
HL/PO/JO/10/1/94/26,"53.8012993, -2.2716954"
HL/PO/JO/10/1/94/27,"53.8633124, -2.3466586"
HL/PO/JO/10/1/94/29,"53.696799, -2.254946"
HL/PO/JO/10/1/94/30,"53.8509633, -2.2705567"
HL/PO/JO/10/1/94/31,"53.802132, -2.315723"
HL/PO/JO/10/1/94/32,"53.845, -2.204"
HL/PO/JO/10/1/94/33,"45.672075, -118.7885967"
HL/PO/JO/10/1/94/34,"42.8036359, -83.0236387"
HL/PO/JO/10/1/94/35,"53.8187941, -2.2596384"
HL/PO/JO/10/1/94/36,"53.806657, -2.351814"
HL/PO/JO/10/1/94/37,"53.832219, -2.389819"
HL/PO/JO/10/1/94/39,"53.878642, -2.359879"
HL/PO/JO/10/1/94/41,"53.653511, -2.632596"
HL/PO/JO/10/1/94/42,"53.9054736, -2.7783757"
HL/PO/JO/10/1/94/43,"53.6787909, -2.79752"
HL/PO/JO/10/1/94/44,"53.849448, -3.053217"
HL/PO/JO/10/1/94/46,"53.624967, -2.770601"
HL/PO/JO/10/1/94/47,"53.634841, -2.815405"
HL/PO/JO/10/1/94/48,"53.681461, -2.835089"
HL/PO/JO/10/1/94/49,"51.38847, -0.416969"
HL/PO/JO/10/1/94/50,"53.8004683, -3.0366979"
HL/PO/JO/10/1/94/51,"53.6345389, -2.710246"
HL/PO/JO/10/1/94/52,"53.593769, -2.770559"
HL/PO/JO/10/1/94/53,"53.6082149, -2.7019622"
HL/PO/JO/10/1/94/54,"53.2002449, -2.8649651"
HL/PO/JO/10/1/94/55,"53.7915112, -2.2335964"
HL/PO/JO/10/1/94/56,"-37.926212, 145.119553"
HL/PO/JO/10/1/94/57,"53.7114163, -2.6646974"
HL/PO/JO/10/1/94/58,"53.669783, -2.674662"
HL/PO/JO/10/1/94/59,"53.7271839, -2.5840271"
HL/PO/JO/10/1/94/60,"39.2154345, -81.4718387"
HL/PO/JO/10/1/94/61,"53.7285928, -2.6953299"
HL/PO/JO/10/1/94/62,"50.9368849, -2.2247119"
HL/PO/JO/10/1/94/63,"52.333279, -0.120422"
HL/PO/JO/10/1/94/64,"-36.8929478, 174.9243831"
HL/PO/JO/10/1/94/65,"53.7265356, -2.786067"
HL/PO/JO/10/1/94/66,"52.972217, -0.0158407"
HL/PO/JO/10/1/94/67,"53.611055, -2.606365"
HL/PO/JO/10/1/94/68,"53.274244, -2.532516"
HL/PO/JO/10/1/94/69,"53.621543, -2.662958"
HL/PO/JO/10/1/94/70,"53.6230321, -2.6067301"
HL/PO/JO/10/1/94/71,"53.6318569, -2.670545"
HL/PO/JO/10/1/94/72,"42.0417525, -70.6722767"
HL/PO/JO/10/1/94/73,"50.919377, -4.209594"
HL/PO/JO/10/1/94/74,"53.572623, -2.691946"
.,"57.4755555, -132.3597222"
HL/PO/JO/10/1/95/57,"-33.7206136, 151.0687175"
HL/PO/JO/10/1/95/58,"53.4083714, -2.9915726"
HL/PO/JO/10/1/95/59,"53.5450645, -2.6325074"
HL/PO/JO/10/1/95/60,"53.430243, -2.597693"
HL/PO/JO/10/1/95/61,"52.2217093, 0.1159418"
HL/PO/JO/10/1/95/62,"53.4876815, -2.0961077"
HL/PO/JO/10/1/95/63,"51.8427492, 1.0258159"
HL/PO/JO/10/1/95/64,"53.451899, -2.522666"
HL/PO/JO/10/1/95/65,"51.111655, -98.514349"
HL/PO/JO/10/1/95/66,"52.333279, -0.120422"
HL/PO/JO/10/1/95/67,"53.464129, -2.2524653"
HL/PO/JO/10/1/95/69,"53.545921, -2.2019479"
HL/PO/JO/10/1/95/70,"42.3370413, -71.2092214"
HL/PO/JO/10/1/95/71,"47.511925, -122.499543"
HL/PO/JO/10/1/96/1,"52.744072, -0.130389"
HL/PO/JO/10/1/96/2,"41.3575614, -78.8169748"
HL/PO/JO/10/1/96/3,"52.796904, 0.075776"
HL/PO/JO/10/1/96/4,"52.7903768, 0.0057773"
HL/PO/JO/10/1/96/5,"52.803991, 0.013434"
HL/PO/JO/10/1/96/6,"52.754918, 0.0779475"
HL/PO/JO/10/1/96/7,"52.28869, -0.8534"
HL/PO/JO/10/1/96/8,"52.7901016, -0.1537024"
HL/PO/JO/10/1/96/9,"52.745573, 0.073605"
HL/PO/JO/10/1/96/10,"52.2433789, 0.742156"
HL/PO/JO/10/1/96/11,"52.3592179, 0.0385356"
HL/PO/JO/10/1/96/12,"52.746324, 0.137137"
HL/PO/JO/10/1/96/13,"53.066854, -2.40051"
HL/PO/JO/10/1/96/14,"52.800673, -0.033771"
HL/PO/JO/10/1/96/15,"52.701381, -0.051761"
HL/PO/JO/10/1/96/16,"52.902254, -0.082506"
HL/PO/JO/10/1/96/17,"52.923523, -0.184278"
HL/PO/JO/10/1/96/18,"52.99703, -0.105987"
HL/PO/JO/10/1/96/19,"52.905563, -0.20595"
HL/PO/JO/10/1/96/20,"52.882844, -0.046556"
HL/PO/JO/10/1/96/21,"51.771893, -2.359766"
HL/PO/JO/10/1/96/23,"52.9266999, -0.060801"
HL/PO/JO/10/1/96/24,"52.88169, -0.182081"
HL/PO/JO/10/1/96/25,"52.905634, -0.097756"
HL/PO/JO/10/1/96/26,"52.9669164, -0.0912368"
HL/PO/JO/10/1/96/27,"52.90796, -0.121806"
HL/PO/JO/10/1/96/28,"52.953064, -0.0431319"
HL/PO/JO/10/1/96/30,"52.986247, 0.066933"
HL/PO/JO/10/1/96/31,"52.958836, 0.0253509"
HL/PO/JO/10/1/96/32,"53.016689, -0.602333"
HL/PO/JO/10/1/96/33,"32.8073509, -89.4742177"
HL/PO/JO/10/1/96/34,"53.037597, 0.118188"
HL/PO/JO/10/1/96/36,"51.153832, -1.704894"
HL/PO/JO/10/1/96/37,"52.9162139, -0.693959"
HL/PO/JO/10/1/96/38,"-15.795653, 35.0217123"
HL/PO/JO/10/1/96/39,"52.336207, 0.80455"
HL/PO/JO/10/1/96/40,"52.877612, -0.504528"
HL/PO/JO/10/1/96/41,"52.9323931, -0.7271019"
HL/PO/JO/10/1/96/42,"52.689664, -0.848734"
HL/PO/JO/10/1/96/43,"52.869656, -0.656333"
HL/PO/JO/10/1/95/58,"53.4083714, -2.9915726"
HL/PO/JO/10/1/95/59,"53.5450645, -2.6325074"
HL/PO/JO/10/1/95/60,"53.430243, -2.597693"
HL/PO/JO/10/1/95/61,"52.2217093, 0.1159418"
HL/PO/JO/10/1/95/62,"53.4876815, -2.0961077"
HL/PO/JO/10/1/95/63,"51.8427492, 1.0258159"
HL/PO/JO/10/1/95/64,"53.451899, -2.522666"
HL/PO/JO/10/1/95/65,"51.111655, -98.514349"
HL/PO/JO/10/1/95/66,"52.333279, -0.120422"
HL/PO/JO/10/1/95/67,"53.464129, -2.2524653"
HL/PO/JO/10/1/95/69,"53.545921, -2.2019479"
HL/PO/JO/10/1/95/70,"42.3370413, -71.2092214"
HL/PO/JO/10/1/95/71,"47.511925, -122.499543"
HL/PO/JO/10/1/96/1,"52.744072, -0.130389"
HL/PO/JO/10/1/96/2,"41.3575614, -78.8169748"
HL/PO/JO/10/1/96/3,"52.796904, 0.075776"
HL/PO/JO/10/1/96/4,"52.7903768, 0.0057773"
HL/PO/JO/10/1/96/5,"52.803991, 0.013434"
HL/PO/JO/10/1/96/6,"52.754918, 0.0779475"
HL/PO/JO/10/1/96/7,"52.28869, -0.8534"
HL/PO/JO/10/1/96/8,"52.7901016, -0.1537024"
HL/PO/JO/10/1/96/9,"52.745573, 0.073605"
HL/PO/JO/10/1/96/10,"52.2433789, 0.742156"
HL/PO/JO/10/1/96/11,"52.3592179, 0.0385356"
HL/PO/JO/10/1/96/12,"52.746324, 0.137137"
HL/PO/JO/10/1/96/13,"53.066854, -2.40051"
HL/PO/JO/10/1/96/14,"52.800673, -0.033771"
HL/PO/JO/10/1/96/15,"52.701381, -0.051761"
HL/PO/JO/10/1/96/16,"52.902254, -0.082506"
HL/PO/JO/10/1/96/17,"52.923523, -0.184278"
HL/PO/JO/10/1/96/18,"52.99703, -0.105987"
HL/PO/JO/10/1/96/19,"52.905563, -0.20595"
HL/PO/JO/10/1/96/20,"52.882844, -0.046556"
HL/PO/JO/10/1/96/21,"51.771893, -2.359766"
HL/PO/JO/10/1/96/23,"52.9266999, -0.060801"
HL/PO/JO/10/1/96/24,"52.88169, -0.182081"
HL/PO/JO/10/1/96/25,"52.905634, -0.097756"
HL/PO/JO/10/1/96/26,"52.9669164, -0.0912368"
HL/PO/JO/10/1/96/27,"52.90796, -0.121806"
HL/PO/JO/10/1/96/28,"52.953064, -0.0431319"
HL/PO/JO/10/1/96/30,"52.986247, 0.066933"
HL/PO/JO/10/1/96/31,"52.958836, 0.0253509"
HL/PO/JO/10/1/96/32,"53.016689, -0.602333"
HL/PO/JO/10/1/96/33,"32.8073509, -89.4742177"
HL/PO/JO/10/1/96/34,"53.037597, 0.118188"
HL/PO/JO/10/1/96/36,"51.153832, -1.704894"
HL/PO/JO/10/1/96/37,"52.9162139, -0.693959"
HL/PO/JO/10/1/96/38,"-15.795653, 35.0217123"
HL/PO/JO/10/1/96/39,"52.336207, 0.80455"
HL/PO/JO/10/1/96/40,"52.877612, -0.504528"
HL/PO/JO/10/1/96/41,"52.9323931, -0.7271019"
HL/PO/JO/10/1/96/42,"52.689664, -0.848734"
HL/PO/JO/10/1/96/43,"52.869656, -0.656333"
"coln Liberty - St Benedict.""","53.1835069, 0.1766404"
HL/PO/JO/10/1/96/105,"51.516719, -0.081411"
HL/PO/JO/10/1/96/107,"50.3401899, -4.8911011"
HL/PO/JO/10/1/96/108,"-7.2444881, -76.8259652"
HL/PO/JO/10/1/96/109,"52.672235, 0.3504"
HL/PO/JO/10/1/96/110,"53.2268225, -0.5411846"
HL/PO/JO/10/1/96/111,"43.214519, -79.843136"
HL/PO/JO/10/1/96/112,"50.6924989, -1.2960718"
HL/PO/JO/10/1/96/113,"51.5138453, -0.0983506"
HL/PO/JO/10/1/96/114,"53.2297177, -0.5399481"
HL/PO/JO/10/1/96/115,"53.2354011, -0.5333999"
HL/PO/JO/10/1/96/116,"53.2218278, -0.5441613"
HL/PO/JO/10/1/96/117,"51.3611477, 1.0526728"
HL/PO/JO/10/1/96/118,"53.167215, -0.53671"
HL/PO/JO/10/1/96/119,"51.919713, -2.217924"
HL/PO/JO/10/1/96/120,"53.4369505, -0.5921339"
HL/PO/JO/10/1/96/121,"53.3276778, -0.5778427"
HL/PO/JO/10/1/96/122,"55.079195, -2.954845"
HL/PO/JO/10/1/96/123,"51.705847, -2.032488"
HL/PO/JO/10/1/96/124,"53.336718, -0.449036"
HL/PO/JO/10/1/96/125,"53.360821, -0.579049"
HL/PO/JO/10/1/96/126,"53.402311, -0.490101"
HL/PO/JO/10/1/96/127,"53.3798635, -0.5801299"
HL/PO/JO/10/1/96/128,"53.330182, -0.505287"
HL/PO/JO/10/1/96/129,"43.7864342, -69.9598343"
HL/PO/JO/10/1/96/130,"53.4071116, -0.6005399"
HL/PO/JO/10/1/96/131,"-18.6511106, 146.1546225"
HL/PO/JO/10/1/96/132,"54.556559, -1.153751"
HL/PO/JO/10/1/96/133,"53.530672, -0.376253"
HL/PO/JO/10/1/96/134,"53.3630769, -0.490619"
HL/PO/JO/10/1/96/135,"53.439048, -0.5185149"
HL/PO/JO/10/1/96/136,"53.34816, -0.484762"
HL/PO/JO/10/1/96/137,"53.42729, -0.601767"
HL/PO/JO/10/1/96/139,"53.551702, -0.186297"
HL/PO/JO/10/1/96/140,"53.5108235, -0.1389532"
HL/PO/JO/10/1/96/141,"53.4992768, -0.1821623"
HL/PO/JO/10/1/96/142,"33.5081368, -92.2236667"
HL/PO/JO/10/1/96/143,"53.499162, -0.112338"
HL/PO/JO/10/1/96/144,"53.5015898, -0.2825168"
HL/PO/JO/10/1/96/146,"53.57578, -0.13023"
HL/PO/JO/10/1/96/147,"41.8864538, -70.5823752"
HL/PO/JO/10/1/96/148,"22.5009081, 114.1558258"
HL/PO/JO/10/1/96/149,"53.493086, -0.234597"
HL/PO/JO/10/1/96/150,"53.4988634, 0.0580211"
HL/PO/JO/10/1/96/151,"53.476101, -0.075322"
HL/PO/JO/10/1/96/152,"53.48881, -0.172238"
HL/PO/JO/10/1/96/153,"53.4505709, -0.091358"
HL/PO/JO/10/1/96/154,"53.578764, -0.16419"
HL/PO/JO/10/1/96/155,"51.755001, -1.13016"
HL/PO/JO/10/1/96/156,"53.532174, -0.025742"
HL/PO/JO/10/1/96/157,"53.5255355, -0.1958939"
HL/PO/JO/10/1/96/158,"53.541883, -0.16921"
HL/PO/JO/10/1/96/159,"38.8759184, -94.6730507"
HL/PO/JO/10/1/96/160,"31.6962887, -92.129563"
HL/PO/JO/10/1/96/161,"9.6705024, 80.0399824"
HL/PO/JO/10/1/96/105,"51.516719, -0.081411"
HL/PO/JO/10/1/96/107,"50.3401899, -4.8911011"
HL/PO/JO/10/1/96/108,"-7.2444881, -76.8259652"
HL/PO/JO/10/1/96/109,"52.672235, 0.3504"
HL/PO/JO/10/1/96/110,"53.2268225, -0.5411846"
HL/PO/JO/10/1/96/111,"43.214519, -79.843136"
HL/PO/JO/10/1/96/112,"50.6924989, -1.2960718"
HL/PO/JO/10/1/96/113,"51.5138453, -0.0983506"
HL/PO/JO/10/1/96/114,"53.2297177, -0.5399481"
HL/PO/JO/10/1/96/115,"53.2354011, -0.5333999"
HL/PO/JO/10/1/96/116,"53.2218278, -0.5441613"
HL/PO/JO/10/1/96/117,"51.3611477, 1.0526728"
HL/PO/JO/10/1/96/118,"53.167215, -0.53671"
HL/PO/JO/10/1/96/119,"51.919713, -2.217924"
HL/PO/JO/10/1/96/120,"53.4369505, -0.5921339"
HL/PO/JO/10/1/96/121,"53.3276778, -0.5778427"
HL/PO/JO/10/1/96/122,"55.079195, -2.954845"
HL/PO/JO/10/1/96/123,"51.705847, -2.032488"
HL/PO/JO/10/1/96/124,"53.336718, -0.449036"
HL/PO/JO/10/1/96/125,"53.360821, -0.579049"
HL/PO/JO/10/1/96/126,"53.402311, -0.490101"
HL/PO/JO/10/1/96/127,"53.3798635, -0.5801299"
HL/PO/JO/10/1/96/128,"53.330182, -0.505287"
HL/PO/JO/10/1/96/129,"43.7864342, -69.9598343"
HL/PO/JO/10/1/96/130,"53.4071116, -0.6005399"
HL/PO/JO/10/1/96/131,"-18.6511106, 146.1546225"
HL/PO/JO/10/1/96/132,"54.556559, -1.153751"
HL/PO/JO/10/1/96/133,"53.530672, -0.376253"
HL/PO/JO/10/1/96/134,"53.3630769, -0.490619"
HL/PO/JO/10/1/96/135,"53.439048, -0.5185149"
HL/PO/JO/10/1/96/136,"53.34816, -0.484762"
HL/PO/JO/10/1/96/137,"53.42729, -0.601767"
HL/PO/JO/10/1/96/139,"53.551702, -0.186297"
HL/PO/JO/10/1/96/140,"53.5108235, -0.1389532"
HL/PO/JO/10/1/96/141,"53.4992768, -0.1821623"
HL/PO/JO/10/1/96/142,"33.5081368, -92.2236667"
HL/PO/JO/10/1/96/143,"53.499162, -0.112338"
HL/PO/JO/10/1/96/144,"53.5015898, -0.2825168"
HL/PO/JO/10/1/96/146,"53.57578, -0.13023"
HL/PO/JO/10/1/96/147,"41.8864538, -70.5823752"
HL/PO/JO/10/1/96/148,"22.5009081, 114.1558258"
HL/PO/JO/10/1/96/149,"53.493086, -0.234597"
HL/PO/JO/10/1/96/150,"53.4988634, 0.0580211"
HL/PO/JO/10/1/96/151,"53.476101, -0.075322"
HL/PO/JO/10/1/96/152,"53.48881, -0.172238"
HL/PO/JO/10/1/96/153,"53.4505709, -0.091358"
HL/PO/JO/10/1/96/154,"53.578764, -0.16419"
HL/PO/JO/10/1/96/155,"51.755001, -1.13016"
HL/PO/JO/10/1/96/156,"53.532174, -0.025742"
HL/PO/JO/10/1/96/157,"53.5255355, -0.1958939"
HL/PO/JO/10/1/96/158,"53.541883, -0.16921"
HL/PO/JO/10/1/96/159,"38.8759184, -94.6730507"
HL/PO/JO/10/1/96/160,"31.6962887, -92.129563"
 Lindsey,"53.25762, 0.082441"
HL/PO/JO/10/1/97/49,"53.434993, -0.3244619"
HL/PO/JO/10/1/97/50,"53.3189504, 0.1547182"
HL/PO/JO/10/1/97/51,"53.225707, 0.298206"
HL/PO/JO/10/1/97/52,"53.340882, 0.261071"
HL/PO/JO/10/1/97/53,"53.4414628, -1.2223289"
HL/PO/JO/10/1/97/54,"53.246887, 0.267439"
HL/PO/JO/10/1/97/55,"52.9922142, -1.1331367"
HL/PO/JO/10/1/97/56,"53.3739362, 0.2098902"
HL/PO/JO/10/1/97/58,"53.226589, -0.014098"
HL/PO/JO/10/1/97/59,"53.212041, 0.064789"
HL/PO/JO/10/1/97/60,"53.229994, 0.021555"
HL/PO/JO/10/1/97/61,"53.243048, 0.053803"
HL/PO/JO/10/1/97/62,"53.174517, -0.0441309"
HL/PO/JO/10/1/97/63,"53.240487, -0.056019"
HL/PO/JO/10/1/97/64,"52.720415, -0.628297"
HL/PO/JO/10/1/97/65,"53.208194, 0.012618"
HL/PO/JO/10/1/97/66,"53.1855649, -0.040374"
HL/PO/JO/10/1/97/67,"52.412133, -0.865671"
HL/PO/JO/10/1/97/68,"54.097004, -0.783069"
HL/PO/JO/10/1/97/69,"53.267735, 0.0507919"
HL/PO/JO/10/1/97/70,"53.276502, -0.038514"
HL/PO/JO/10/1/97/71,"53.242632, -0.013962"
HL/PO/JO/10/1/97/72,"53.2032529, 0.070631"
HL/PO/JO/10/1/97/73,"53.203446, -0.046921"
HL/PO/JO/10/1/97/74,"53.234603, 0.010666"
HL/PO/JO/10/1/97/75,"53.250276, -0.009678"
HL/PO/JO/10/1/97/76,"53.195482, -0.018447"
HL/PO/JO/10/1/97/78,"53.4266893, -0.1765297"
HL/PO/JO/10/1/97/79,"53.434993, -0.3244619"
HL/PO/JO/10/1/97/80,"53.465743, -0.209391"
