Catalogue Reference,Title,Date,,Longitude,Latitude,Place co-ordinates,Landing Page URL,External resource URL,target,NominatimLL,YahooLL
HL/PO/JO/10/1/102/81,"Protestation Return - Oxford - Wootton Hundred - Barford, St Michael.",1642,Protestation Returns,,,,,,"Barford, St Michael","51.99030855, -1.3712984047561",<null>
HL/PO/JO/10/1/102/82,Protestation Return - Oxford - Wootton Hundred - Barton Steeple alias Barton Magna.,1642,Protestation Returns,,,,,,Barton Steeple alias Barton Magna,<null>,<null>
HL/PO/JO/10/1/102/83,Protestation Return - Oxford - Wootton Hundred - Barton Westcott.,1642,Protestation Returns,,,,,,Barton Westcott,"51.9283193, -1.3722008",<null>
HL/PO/JO/10/1/102/84,Protestation Return - Oxford - Wootton Hundred - Begbrook.,1642,Protestation Returns,,,,,,Begbrook,"51.4897028, -2.5369397",<null>
HL/PO/JO/10/1/102/85,Protestation Return - Oxford - Wootton Hundred - Cassington and Worton.,1642,Protestation Returns,,,,,,Cassington and Worton,"51.7990507, -1.3455941228322",<null>
HL/PO/JO/10/1/102/86,Protestation Return - Oxford - Wootton Hundred - Coggs.,1642,Protestation Returns,,,,,,Coggs,<null>,<null>
HL/PO/JO/10/1/102/87,Protestation Return - Oxford - Wootton Hundred - Deddington.,1642,Protestation Returns,,,,,,Deddington,"51.9814489, -1.3212113",<null>
HL/PO/JO/10/1/102/88,Protestation Return - Oxford - Wootton Hundred - Duns Tew.,1642,Protestation Returns,,,,,,Duns Tew,"51.9522811, -1.3362442",<null>
HL/PO/JO/10/1/102/89,Protestation Return - Oxford - Wootton Hundred - Glimpton.,1642,Protestation Returns,,,,,,Glimpton,<null>,<null>
HL/PO/JO/10/1/102/90,Protestation Return - Oxford - Wootton Hundred - Heythrop.,1642,Protestation Returns,,,,,,Heythrop,"51.9473141, -1.4910318",<null>
HL/PO/JO/10/1/102/91,Protestation Return - Oxford - Wootton Hundred - Kiddington.,1642,Protestation Returns,,,,,,Kiddington,"51.902818, -1.3988084",<null>
HL/PO/JO/10/1/102/92,Protestation Return - Oxford - Wootton Hundred - Kidlington.,1642,Protestation Returns,,,,,,Kidlington,"51.823462, -1.2885317",<null>
HL/PO/JO/10/1/102/93,"Protestation Return - Oxford - Wootton Hundred - Leigh, North.",1642,Protestation Returns,,,,,,"Leigh, North","53.4960455, -2.5171495",<null>
HL/PO/JO/10/1/102/94,"Protestation Return - Oxford - Wootton Hundred - Leigh, South.",1642,Protestation Returns,,,,,,"Leigh, South","53.4960455, -2.5171495",<null>
HL/PO/JO/10/1/102/95,Protestation Return - Oxford - Wootton Hundred - Long Combe.,1642,Protestation Returns,,,,,,Long Combe,"51.1617894, -3.449933",<null>
HL/PO/JO/10/1/102/96,"Protestation Return - Oxford - Wootton Hundred - New[ing]ton, South.",1642,Protestation Returns,,,,,,"Newton, South","52.7056105, 0.707499",<null>
HL/PO/JO/10/1/102/97,Protestation Return - Oxford - Wootton Hundred - Rowsham.,1642,Protestation Returns,,,,,,Rowsham,"51.8527484, -0.7671449",<null>
HL/PO/JO/10/1/102/98,Protestation Return - Oxford - Wootton Hundred - Sandford and Ledwell.,1642,Protestation Returns,,,,,,Sandford and Ledwell,"51.95147215, -1.39219249773256",<null>
HL/PO/JO/10/1/102/99,Protestation Return - Oxford - Wootton Hundred - Shipton - on - Charwell.,1642,Protestation Returns,,,,,,Charwell,"51.0166242, -2.5151763",<null>
HL/PO/JO/10/1/102/100,Protestation Return - Oxford - Wootton Hundred - Stansfield [Stonesfield].,1642,Protestation Returns,,,,,,Stansfield ,"52.1371609, 0.6065713",<null>
HL/PO/JO/10/1/102/101,"Protestation Return - Oxford - Wootton Hundred - Stanton Harcourt, and Sutton.",1642,Protestation Returns,,,,,,"Stanton Harcourt, and Sutton","51.7530159, -1.3939059",<null>
HL/PO/JO/10/1/102/102,Protestation Return - Oxford - Wootton Hundred - Tackley.,1642,Protestation Returns,,,,,,Tackley,"51.8825433, -1.3027918",<null>
HL/PO/JO/10/1/102/103,Protestation Return - Oxford - Wootton Hundred - Tew Magna.,1642,Protestation Returns,,,,,,Tew Magna,<null>,<null>
HL/PO/JO/10/1/102/104,Protestation Return - Oxford - Wootton Hundred - Woolvercott.,1642,Protestation Returns,,,,,,Woolvercott,<null>,<null>
HL/PO/JO/10/1/102/105,Protestation Return - Oxford - Wootton Hundred - Wootton.,1642,Protestation Returns,,,,,,Wootton,"52.0965251, -0.5274242",<null>
HL/PO/JO/10/1/102/106,"Protestation Return - Oxford - Wootton Hundred - Worton, Nether.",1642,Protestation Returns,,,,,,"Worton, Nether","51.9622901, -1.37143219006129",<null>
HL/PO/JO/10/1/102/107,"Protestation Return - Oxford - Wootton Hundred - Worton, Over.",1642,Protestation Returns,,,,,,"Worton, Over","51.9622901, -1.37143219006129",<null>
HL/PO/JO/10/1/102/108,Protestation Return - Oxford - Wootton Hundred - Yarnton.,1642,Protestation Returns,,,,,,Yarnton,"51.8087625, -1.3094346",<null>
HL/PO/JO/10/1/102/109,Protestation Return - Oxford - Wootton Hundred - List of persons in the county of Oxford who refused to take the protestation.,1642,Protestation Returns,,,,,,List of persons in the county of Oxford who refused to take the protestation,<null>,<null>
HL/PO/JO/10/1/102/110,Protestation Return - Oxford - Oxford University Hundred - Christ's Church College.,1642,Protestation Returns,,,,,,Christ's Church College,"51.5492545, -0.469291861909442",<null>
HL/PO/JO/10/1/102/111,Protestation Return - Oxford - Oxford University Hundred - Merton College.,1642,Protestation Returns,,,,,,Merton College,"51.75166615, -1.24873503805615",<null>
HL/PO/JO/10/1/102/112,Protestation Return - Oxford - Oxford University Hundred - Magdalen College.,1642,Protestation Returns,,,,,,Magdalen College,"51.7544851, -1.24552232312345",<null>
HL/PO/JO/10/1/102/113,Protestation Return - Oxford - Oxford University Hundred - New College.,1642,Protestation Returns,,,,,,New College,"51.75397245, -1.2505347462902",<null>
HL/PO/JO/10/1/102/114,Protestation Return - Oxford - Oxford University Hundred - Brazen - nose College.,1642,Protestation Returns,,,,,,nose College,<null>,<null>
HL/PO/JO/10/1/102/115,Protestation Return - Oxford - Oxford University Hundred - Queen's College.,1642,Protestation Returns,,,,,,Queen's College,"51.7532557, -1.25129264091554",<null>
HL/PO/JO/10/1/102/116,Protestation Return - Oxford - Oxford University Hundred - University College.,1642,Protestation Returns,,,,,,University College,"51.7520849, -1.25166450220888",<null>
HL/PO/JO/10/1/102/117,Protestation Return - Oxford - Oxford University Hundred - Corpus Christi College.,1642,Protestation Returns,,,,,,Corpus Christi College,"51.75061055, -1.25360527134731",<null>
HL/PO/JO/10/1/102/118,Protestation Return - Oxford - Oxford University Hundred - St Edmund's Hall.,1642,Protestation Returns,,,,,,St Edmund's Hall,"51.4056821, -0.0293296",<null>
HL/PO/JO/10/1/102/119,Protestation Return - Oxford - Oxford University Hundred - Magdalen Hall.,1642,Protestation Returns,,,,,,Magdalen Hall,"51.8833499, 0.9139281",<null>
HL/PO/JO/10/1/102/120,Protestation Return - Oxford - Oxford University Hundred - Pembroke College.,1642,Protestation Returns,,,,,,Pembroke College,"51.75025515, -1.25862937440447",<null>
HL/PO/JO/10/1/102/121,Protestation Return - Oxford - Oxford University Hundred - Gloucester Hall.,1642,Protestation Returns,,,,,,Gloucester Hall,"52.77976295, -2.42491245399577",<null>
HL/PO/JO/10/1/102/122,Protestation Return - Oxford - Oxford University Hundred - Balliol College.,1642,Protestation Returns,,,,,,Balliol College,"51.75494985, -1.25788790278519",<null>
HL/PO/JO/10/1/102/123,Protestation Return - Oxford - Oxford University Hundred - New Inn Hall.,1642,Protestation Returns,,,,,,New Inn Hall,"51.752378, -1.26035841025482",<null>
HL/PO/JO/10/1/102/124,Protestation Return - Oxford - Oxford University Hundred - St John the Baptist's College.,1642,Protestation Returns,,,,,,St John the Baptist's College,"50.8201247, -0.1309718",<null>
HL/PO/JO/10/1/102/125,Protestation Return - Oxford - Oxford University Hundred - Exeter College.,1642,Protestation Returns,,,,,,Exeter College,"51.75387695, -1.25580593911656",<null>
HL/PO/JO/10/1/102/126,Protestation Return - Oxford - Oxford University Hundred - Oriel College.,1642,Protestation Returns,,,,,,Oriel College,"51.7518377, -1.25360106918506",<null>
HL/PO/JO/10/1/102/127,Protestation Return - Oxford - Oxford University Hundred - All Souls' College.,1642,Protestation Returns,,,,,,All Souls' College,"51.75328355, -1.25282471017992",<null>
HL/PO/JO/10/1/102/128,Protestation Return - Oxford - Oxford University Hundred - Wadham College.,1642,Protestation Returns,,,,,,Wadham College,"51.7561975, -1.25432932881317",<null>
HL/PO/JO/10/1/102/129,Protestation Return - Oxford - Oxford University Hundred - Jesus' College.,1642,Protestation Returns,,,,,,Jesus' College,"51.75348885, -1.25734136072979",<null>
HL/PO/JO/10/1/102/130,Protestation Return - Oxford - Oxford University Hundred - St Mary's Hall.,1642,Protestation Returns,,,,,,St Mary's Hall,"52.9526487, -1.14162317688564",<null>
HL/PO/JO/10/1/102/131,Protestation Return - Oxford - Oxford University Hundred - Trinity College.,1642,Protestation Returns,,,,,,Trinity College,"51.7553727, -1.25642993966703",<null>
HL/PO/JO/10/1/102/132,Protestation Return - Oxford - Oxford University Hundred - Lincoln College.,1642,Protestation Returns,,,,,,Lincoln College,"51.7529003, -1.2556243287418",<null>
HL/PO/JO/10/1/102/133,Protestation Return - Oxford - Oxford University Hundred - St Alban's Hall.,1642,Protestation Returns,,,,,,St Alban's Hall,"51.7411254, -1.23272609845768",<null>
HL/PO/JO/10/1/102/134,Protestation Return - Oxford - Oxford University Hundred - Hart Hall.,1642,Protestation Returns,,,,,,Hart Hall,"51.6032674, -0.0657684804693814",<null>
HL/PO/JO/10/1/102/135,Protestation Return - Salop - Stottesden Hundred - Bridgnorth.,1642,Protestation Returns,,,,,,Bridgnorth,"52.5345626, -2.4194132",<null>
HL/PO/JO/10/1/102/136,Protestation Return - Salop - Stottesden Hundred - [Eardington].,1642,Protestation Returns,,,,,,Protestation Returns,<null>,<null>
HL/PO/JO/10/1/102/137,Protestation Return - Salop - Wenlock Liberty - Certificate of the bailiffs.,1642,Protestation Returns,,,,,,Certificate of the bailiffs,<null>,<null>
HL/PO/JO/10/1/102/138,Protestation Return - Salop - Wenlock Liberty - Badger.,1642,Protestation Returns,,,,,,Badger,"52.5922665, -2.3433539",<null>
HL/PO/JO/10/1/102/139,Protestation Return - Salop - Wenlock Liberty - Barrow.,1642,Protestation Returns,,,,,,Barrow,"54.585694, -3.1974644",<null>
HL/PO/JO/10/1/102/140,Protestation Return - Salop - Wenlock Liberty - Beckbury.,1642,Protestation Returns,,,,,,Beckbury,"52.6108739, -2.3491983",<null>
HL/PO/JO/10/1/102/141,Protestation Return - Salop - Wenlock Liberty - Benthall.,1642,Protestation Returns,,,,,,Benthall,"52.6160776, -2.4924833",<null>
HL/PO/JO/10/1/102/142,Protestation Return - Salop - Wenlock Liberty - Broseley.,1642,Protestation Returns,,,,,,Broseley,"52.6133558, -2.4827324",<null>
HL/PO/JO/10/1/102/143,Protestation Return - Salop - Wenlock Liberty - Ditton Priors.,1642,Protestation Returns,,,,,,Ditton Priors,"52.4999623, -2.5770951",<null>
HL/PO/JO/10/1/102/144,Protestation Return - Salop - Wenlock Liberty - Eaton and hundreds.,1642,Protestation Returns,,,,,,Eaton and hundreds,<null>,<null>
HL/PO/JO/10/1/102/145,Protestation Return - Salop - Wenlock Liberty - Madeley.,1642,Protestation Returns,,,,,,Madeley,"52.6362494, -2.4502069",<null>
HL/PO/JO/10/1/102/146,Protestation Return - Salop - Wenlock Liberty - Monk Hopton.,1642,Protestation Returns,,,,,,Monk Hopton,<null>,<null>
HL/PO/JO/10/1/102/147,Protestation Return - Salop - Wenlock Liberty - Wenlock Magna.,1642,Protestation Returns,,,,,,Wenlock Magna,<null>,<null>
HL/PO/JO/10/1/102/148,Protestation Return - Salop - Wenlock Liberty - Wenlock Little.,1642,Protestation Returns,,,,,,Wenlock Little,"52.6280348, -1.6794861",<null>
HL/PO/JO/10/1/102/149,Protestation Return - Salop - Wenlock Liberty - Willey.,1642,Protestation Returns,,,,,,Willey,"52.4590125, -1.2725406",<null>
HL/PO/JO/10/1/103/1,Protestation Return - Somerset - Abdick And Bulston Hundreds - Ashill.,1642,Protestation Returns,,,,,,Ashill,"52.6057274, 0.7879246",<null>
HL/PO/JO/10/1/103/2,Protestation Return - Somerset - Abdick And Bulston Hundreds - Beer Crocombe.,1642,Protestation Returns,,,,,,Beer Crocombe,<null>,<null>
HL/PO/JO/10/1/103/3,Protestation Return - Somerset - Abdick And Bulston Hundreds - Bicknell [Bickenhall].,1642,Protestation Returns,,,,,,Bicknell ,"51.4649802, -0.0965253",<null>
HL/PO/JO/10/1/103/4,Protestation Return - Somerset - Abdick And Bulston Hundreds - Broadway.,1642,Protestation Returns,,,,,,Broadway,"52.0353825, -1.8618609",<null>
HL/PO/JO/10/1/103/5,Protestation Return - Somerset - Abdick And Bulston Hundreds - Buckland St Mary.,1642,Protestation Returns,,,,,,Buckland St Mary,"50.9151286, -3.0390045",<null>
HL/PO/JO/10/1/103/6,Protestation Return - Somerset - Abdick And Bulston Hundreds - Cricket Malherbe.,1642,Protestation Returns,,,,,,Cricket Malherbe,"51.23671645, 0.714356389165972",<null>
HL/PO/JO/10/1/103/7,Protestation Return - Somerset - Abdick And Bulston Hundreds - Curland.,1642,Protestation Returns,,,,,,Curland,"50.9552734, -3.0306216",<null>
HL/PO/JO/10/1/103/8,Protestation Return - Somerset - Abdick And Bulston Hundreds - Curry Malet.,1642,Protestation Returns,,,,,,Curry Malet,<null>,<null>
HL/PO/JO/10/1/103/9,Protestation Return - Somerset - Abdick And Bulston Hundreds - Curry Rivel.,1642,Protestation Returns,,,,,,Curry Rivel,"51.0228472, -2.8682201",<null>
HL/PO/JO/10/1/103/10,Protestation Return - Somerset - Abdick And Bulston Hundreds - Drayton.,1642,Protestation Returns,,,,,,Drayton,"52.67621385, 1.22746597596868",<null>
HL/PO/JO/10/1/103/11,Protestation Return - Somerset - Abdick And Bulston Hundreds - Fivehead.,1642,Protestation Returns,,,,,,Fivehead,"51.0015686, -2.9233428",<null>
HL/PO/JO/10/1/103/12,Protestation Return - Somerset - Abdick And Bulston Hundreds - Ilminster and tithings.,1642,Protestation Returns,,,,,,Ilminster and tithings,<null>,<null>
HL/PO/JO/10/1/103/13,Protestation Return - Somerset - Abdick And Bulston Hundreds - Isle Abbots.,1642,Protestation Returns,,,,,,Isle Abbots,"56.4560912, -5.32394805188442",<null>
HL/PO/JO/10/1/103/14,Protestation Return - Somerset - Abdick And Bulston Hundreds - Isle Brewers.,1642,Protestation Returns,,,,,,Isle Brewers,"50.9858861, -2.9053085",<null>
HL/PO/JO/10/1/103/15,Protestation Return - Somerset - Abdick And Bulston Hundreds - Puckington.,1642,Protestation Returns,,,,,,Puckington,"50.9592542, -2.8885263",<null>
HL/PO/JO/10/1/103/16,Protestation Return - Somerset - Abdick And Bulston Hundreds - Staple Fitzpaine.,1642,Protestation Returns,,,,,,Staple Fitzpaine,"50.9592274, -3.0492939",<null>
HL/PO/JO/10/1/103/17,Protestation Return - Somerset - Abdick And Bulston Hundreds - Stokelinch Magdalen.,1642,Protestation Returns,,,,,,Stokelinch Magdalen,<null>,<null>
HL/PO/JO/10/1/103/18,Protestation Return - Somerset - Abdick And Bulston Hundreds - Swell.,1642,Protestation Returns,,,,,,Swell,"51.9275422, -1.7483437",<null>
HL/PO/JO/10/1/103/19,Protestation Return - Somerset - Bemstone Hundred - Perry.,1642,Protestation Returns,,,,,,Perry,"52.5279027, -1.9051537",<null>
HL/PO/JO/10/1/103/20,Protestation Return - Somerset - Carhampton Hundred - Certificate of the justices of peace.,1642,Protestation Returns,,,,,,Certificate of the justices of peace,<null>,<null>
HL/PO/JO/10/1/103/21,Protestation Return - Somerset - Carhampton Hundred - Carhampton.,1642,Protestation Returns,,,,,,Carhampton,"51.1731552, -3.4215509",<null>
HL/PO/JO/10/1/103/22,Protestation Return - Somerset - Carhampton Hundred - Culbone or Kitnor.,1642,Protestation Returns,,,,,,Culbone or Kitnor,<null>,<null>
HL/PO/JO/10/1/103/23,Protestation Return - Somerset - Carhampton Hundred - Cutcombe.,1642,Protestation Returns,,,,,,Cutcombe,"51.1415328, -3.5310275",<null>
HL/PO/JO/10/1/103/24,Protestation Return - Somerset - Carhampton Hundred - Dunster.,1642,Protestation Returns,,,,,,Dunster,"51.1827657, -3.4476051",<null>
HL/PO/JO/10/1/103/25,Protestation Return - Somerset - Carhampton Hundred - Exford.,1642,Protestation Returns,,,,,,Exford,"51.1331118, -3.6404926",<null>
HL/PO/JO/10/1/103/26,Protestation Return - Somerset - Carhampton Hundred - Luckham.,1642,Protestation Returns,,,,,,Luckham,"50.7519342, -1.8610152",<null>
HL/PO/JO/10/1/103/27,Protestation Return - Somerset - Carhampton Hundred - Luxborough.,1642,Protestation Returns,,,,,,Luxborough,"51.1292464, -3.4598427",<null>
HL/PO/JO/10/1/103/28,Protestation Return - Somerset - Carhampton Hundred - Minehead.,1642,Protestation Returns,,,,,,Minehead,"51.2057511, -3.4783542",<null>
HL/PO/JO/10/1/103/29,Protestation Return - Somerset - Carhampton Hundred - Oare.,1642,Protestation Returns,,,,,,Oare,"51.3302041, 0.8780056",<null>
HL/PO/JO/10/1/103/30,Protestation Return - Somerset - Carhampton Hundred - Porlock.,1642,Protestation Returns,,,,,,Porlock,"51.2092647, -3.5932799",<null>
HL/PO/JO/10/1/103/31,Protestation Return - Somerset - Carhampton Hundred - Selworthy.,1642,Protestation Returns,,,,,,Selworthy,"51.2097215, -3.5490709",<null>
HL/PO/JO/10/1/103/32,Protestation Return - Somerset - Carhampton Hundred - Stoke Pero.,1642,Protestation Returns,,,,,,Stoke Pero,<null>,<null>
HL/PO/JO/10/1/103/33,Protestation Return - Somerset - Carhampton Hundred - Timberscombe.,1642,Protestation Returns,,,,,,Timberscombe,"51.1688991, -3.4948187",<null>
HL/PO/JO/10/1/103/34,Protestation Return - Somerset - Carhampton Hundred - Treborough.,1642,Protestation Returns,,,,,,Treborough,"51.1180547, -3.4162407",<null>
HL/PO/JO/10/1/103/35,Protestation Return - Somerset - Carhampton Hundred - Withicombe.,1642,Protestation Returns,,,,,,Withicombe,<null>,<null>
HL/PO/JO/10/1/103/36,Protestation Return - Somerset - Carhampton Hundred - Wootton Courtenay.,1642,Protestation Returns,,,,,,Wootton Courtenay,"51.1797793, -3.5204711",<null>
HL/PO/JO/10/1/103/37,Protestation Return - Somerset - Crewkerne Hundred - Crewkerne.,1642,Protestation Returns,,,,,,Crewkerne,"50.8842116, -2.7952478",<null>
HL/PO/JO/10/1/103/38,Protestation Return - Somerset - Crewkerne Hundred - Hinton St George.,1642,Protestation Returns,,,,,,Hinton St George,"50.9095071, -2.8256321",<null>
HL/PO/JO/10/1/103/39,Protestation Return - Somerset - Crewkerne Hundred - Merriott.,1642,Protestation Returns,,,,,,Merriott,"50.90809, -2.7950546",<null>
HL/PO/JO/10/1/103/40,Protestation Return - Somerset - Crewkerne Hundred - Misterton.,1642,Protestation Returns,,,,,,Misterton,"52.4494069, -1.1814303",<null>
HL/PO/JO/10/1/103/41,Protestation Return - Somerset - Crewkerne Hundred - Seaborough.,1642,Protestation Returns,,,,,,Seaborough,"50.8511, -2.8121912",<null>
HL/PO/JO/10/1/103/42,Protestation Return - Somerset - Glaston Twelve Hides Hundred - Baltonsborough.,1642,Protestation Returns,,,,,,Baltonsborough,"51.1115378, -2.6552097",<null>
HL/PO/JO/10/1/103/43,"Protestation Return - Somerset - Glaston Twelve Hides Hundred - Bradley, West.",1642,Protestation Returns,,,,,,"Bradley, West","51.17845085, -1.09528472490224",<null>
HL/PO/JO/10/1/103/44,Protestation Return - Somerset - Glaston Twelve Hides Hundred - Glastonbury (St Benedict).,1642,Protestation Returns,,,,,,Glastonbury (St Benedict),"51.1466465, -2.721827",<null>
HL/PO/JO/10/1/103/45,Protestation Return - Somerset - Glaston Twelve Hides Hundred - Glastonbury (St John's).,1642,Protestation Returns,,,,,,Glastonbury (St John's),"51.1482003, -2.71613969358974",<null>
HL/PO/JO/10/1/103/46,Protestation Return - Somerset - Glaston Twelve Hides Hundred - Meare.,1642,Protestation Returns,,,,,,Meare,"51.172004, -2.7831288",<null>
HL/PO/JO/10/1/103/47,"Protestation Return - Somerset - Glaston Twelve Hides Hundred - Pennard, West.",1642,Protestation Returns,,,,,,"Pennard, West","51.5766066, -4.0852713",<null>
HL/PO/JO/10/1/103/48,Protestation Return - Somerset - Kingsbury And Crewkerne Hundred - Certificate of justices of peace.,1642,Protestation Returns,,,,,,Certificate of justices of peace,<null>,<null>
HL/PO/JO/10/1/103/49,Protestation Return - Somerset - Kingsbury (Eastern Division) Hundred - Combe St Nicholas.,1642,Protestation Returns,,,,,,Combe St Nicholas,"50.8970228, -2.9943953",<null>
HL/PO/JO/10/1/103/50,Protestation Return - Somerset - Kingsbury (Eastern Division) Hundred - East Lambrook.,1642,Protestation Returns,,,,,,East Lambrook,"50.9681752, -2.8101145",<null>
HL/PO/JO/10/1/103/51,Protestation Return - Somerset - Kingsbury (Eastern Division) Hundred - Huish.,1642,Protestation Returns,,,,,,Huish,"50.8803305, -4.0872305",<null>
HL/PO/JO/10/1/103/52,Protestation Return - Somerset - Kingsbury (Eastern Division) Hundred - Kingsbury.,1642,Protestation Returns,,,,,,Kingsbury,"51.5854367, -0.2804994",<null>
HL/PO/JO/10/1/103/53,Protestation Return - Somerset - Kingsbury (Eastern Division) Hundred - Winsham.,1642,Protestation Returns,,,,,,Winsham,"50.8534648, -2.8891918",<null>
HL/PO/JO/10/1/103/54,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Certificate of the justices of peace.,1642,Protestation Returns,,,,,,Certificate of the justices of peace,<null>,<null>
HL/PO/JO/10/1/103/55,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Ash Priors.,1642,Protestation Returns,,,,,,Ash Priors,"51.0590114, -3.2089506",<null>
HL/PO/JO/10/1/103/56,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Fitzhead.,1642,Protestation Returns,,,,,,Fitzhead,"51.0476877, -3.2540057",<null>
HL/PO/JO/10/1/103/57,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Ford.,1642,Protestation Returns,,,,,,Ford,"55.9987162, -4.2514442",<null>
HL/PO/JO/10/1/103/58,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Lydiard Episcopi and tithings.,1642,Protestation Returns,,,,,,Lydiard Episcopi and tithings,<null>,<null>
HL/PO/JO/10/1/103/59,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Wellington.,1642,Protestation Returns,,,,,,Wellington,"52.7000357, -2.5176603",<null>
HL/PO/JO/10/1/103/60,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - West Buckland.,1642,Protestation Returns,,,,,,West Buckland,"50.9774712, -3.1766381",<null>
HL/PO/JO/10/1/103/61,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Wiveliscombe.,1642,Protestation Returns,,,,,,Wiveliscombe,"51.042145, -3.3100475",<null>
HL/PO/JO/10/1/103/62,Protestation Return - Somerset - Milverton Hundred - Certificate of the justices of peace.,1642,Protestation Returns,,,,,,Certificate of the justices of peace,<null>,<null>
HL/PO/JO/10/1/103/63,Protestation Return - Somerset - Milverton Hundred - Ashbrittle.,1642,Protestation Returns,,,,,,Ashbrittle,"50.9842562, -3.3507393",<null>
HL/PO/JO/10/1/103/64,Protestation Return - Somerset - Milverton Hundred - Badealton [Bathealton].,1642,Protestation Returns,,,,,,Badealton ,<null>,<null>
HL/PO/JO/10/1/103/65,Protestation Return - Somerset - Milverton Hundred - Kittesford.,1642,Protestation Returns,,,,,,Kittesford,<null>,<null>
HL/PO/JO/10/1/103/66,Protestation Return - Somerset - Milverton Hundred - Langford Budville.,1642,Protestation Returns,,,,,,Langford Budville,"50.9984093, -3.267475",<null>
HL/PO/JO/10/1/103/67,Protestation Return - Somerset - Milverton Hundred - Milverton.,1642,Protestation Returns,,,,,,Milverton,"51.0248065, -3.2552293",<null>
HL/PO/JO/10/1/103/68,Protestation Return - Somerset - Milverton Hundred - Rownington [Runnington].,1642,Protestation Returns,,,,,,Rownington ,<null>,<null>
HL/PO/JO/10/1/103/69,Protestation Return - Somerset - Milverton Hundred - Sampford Arundel.,1642,Protestation Returns,,,,,,Sampford Arundel,"50.9623289, -3.2702205",<null>
HL/PO/JO/10/1/103/70,Protestation Return - Somerset - Milverton Hundred - Stawley.,1642,Protestation Returns,,,,,,Stawley,"50.9961871, -3.3379675",<null>
HL/PO/JO/10/1/103/71,Protestation Return - Somerset - Milverton Hundred - Thorn St Margaret.,1642,Protestation Returns,,,,,,Thorn St Margaret,<null>,<null>
HL/PO/JO/10/1/103/72,Protestation Return - Somerset - North Curry Hundred - Certificate of justices of the peace.,1642,Protestation Returns,,,,,,Certificate of justices of the peace,<null>,<null>
HL/PO/JO/10/1/103/73,Protestation Return - Somerset - North Curry Hundred - North Curry.,1642,Protestation Returns,,,,,,North Curry,"51.0229142, -2.9719049",<null>
HL/PO/JO/10/1/103/74,"Protestation Return - Somerset - North Curry Hundred - Stoke St Gregory, and hamlets.",1642,Protestation Returns,,,,,,"Stoke St Gregory, and hamlets","51.0558802, -2.9341374",<null>
HL/PO/JO/10/1/103/75,Protestation Return - Somerset - North Curry Hundred - Thorn Falcon.,1642,Protestation Returns,,,,,,Thorn Falcon,<null>,<null>
HL/PO/JO/10/1/103/76,Protestation Return - Somerset - North Curry Hundred - Thurlbear.,1642,Protestation Returns,,,,,,Thurlbear,"50.9837306, -3.04154168203162",<null>
HL/PO/JO/10/1/103/77,Protestation Return - Somerset - North Curry Hundred - West Hatch.,1642,Protestation Returns,,,,,,West Hatch,"50.984331, -3.017498",<null>
HL/PO/JO/10/1/103/78,Protestation Return - Somerset - North Petherton Hundred - Bridgewater.,1642,Protestation Returns,,,,,,Bridgewater,"55.0075791, -7.2820525",<null>
HL/PO/JO/10/1/104/1,"Protestation Return - Somerset - South Petherton, Abdick, And Bulston Hundreds - Certificate of justices of peace.",1642,Protestation Returns,,,,,,Certificate of justices of peace,<null>,<null>
HL/PO/JO/10/1/104/2,Protestation Return - Somerset - South Petherton Hundred - Barrington.,1642,Protestation Returns,,,,,,Barrington,"50.9595461, -2.8712731",<null>
HL/PO/JO/10/1/104/3,Protestation Return - Somerset - South Petherton Hundred - Chillington.,1642,Protestation Returns,,,,,,Chillington,"50.8959896, -2.8695075",<null>
HL/PO/JO/10/1/104/4,Protestation Return - Somerset - South Petherton Hundred - Crickett St Thomas.,1642,Protestation Returns,,,,,,Crickett St Thomas,<null>,<null>
HL/PO/JO/10/1/104/5,Protestation Return - Somerset - South Petherton Hundred - Cudworth.,1642,Protestation Returns,,,,,,Cudworth,"50.8941489, -2.8943126",<null>
HL/PO/JO/10/1/104/6,Protestation Return - Somerset - South Petherton Hundred - Dowlish Wake.,1642,Protestation Returns,,,,,,Dowlish Wake,"50.9096804, -2.8888039",<null>
HL/PO/JO/10/1/104/7,Protestation Return - Somerset - South Petherton Hundred - Knowle [St Giles].,1642,Protestation Returns,,,,,,Knowle ,"52.3932659, -1.738959",<null>
HL/PO/JO/10/1/104/8,Protestation Return - Somerset - South Petherton Hundred - Lopen.,1642,Protestation Returns,,,,,,Lopen,"50.925602, -2.8177519",<null>
HL/PO/JO/10/1/104/9,Protestation Return - Somerset - South Petherton Hundred - Seavington Dinnington.,1642,Protestation Returns,,,,,,Seavington Dinnington,"50.9339944, -2.83580253065611",<null>
HL/PO/JO/10/1/104/10,Protestation Return - Somerset - South Petherton Hundred - Seavington Mary.,1642,Protestation Returns,,,,,,Seavington Mary,"50.9294734, -2.8540525",<null>
